gene_symbol	chimp1	chimp2	chimp3	chimp4	macaca1	macaca2	macaca3	macaca4
TBC1D2	426	105	117	111	82	93	139	111
TBC1D20	662	612	850	765	370	400	558	435
TBC1D22A	479	400	361	474	172	229	363	263
TBC1D22B	343	190	231	271	171	175	242	148
TBC1D23	1780	1227	1440	1652	920	1326	1476	1108
TBC1D24	380	283	364	441	232	264	514	357
TBC1D25	270	178	358	180	129	138	233	200
TBC1D2B	514	350	508	576	213	167	272	179
TBC1D30	177	89	66	111	37	41	87	48
TBC1D31	384	334	394	420	1511	1600	2705	1658
TBC1D4	4024	5851	6171	4515	2275	2358	2913	2004
TBC1D5	530	623	880	852	435	676	586	547
TBC1D7	210	207	238	246	266	278	397	260
TBC1D8	1680	2247	2643	1496	1467	1685	1871	1597
TBC1D8B	208	117	36	298	258	285	490	356
TBC1D9	2096	1203	933	1312	796	917	1501	1209
TBC1D9B	4742	3424	6277	4379	3149	3572	4732	3779
TBCA	739	459	649	508	347	333	550	346
TBCB	779	612	677	851	222	242	329	273
TBCCD1	178	124	129	157	49	66	60	70
TBCD	1433	1088	754	1413	843	840	1334	1056
TBCEL	1002	1172	1631	1375	449	550	791	565
TBCK	439	376	91	451	539	698	750	548
TBK1	1517	1060	1649	1374	658	771	1086	697
TBKBP1	358	310	365	349	98	88	234	144
TBL1X	104	111	175	69	106	123	145	167
TBL1XR1	3508	2631	2577	4999	1341	1704	2066	1387
TBL2	736	410	856	649	162	246	287	254
TBL3	799	614	704	648	284	357	527	396
TBP	576	366	847	494	184	271	410	196
TBPL1	130	113	116	141	63	70	85	59
TBRG1	1448	1323	2896	1320	515	523	865	621
TBRG4	2550	2959	2531	2677	2647	2527	5334	3620
TBX18	447	173	273	557	162	182	201	128
TBX19	247	59	104	144	32	35	98	19
TBX2	1007	1334	1392	1786	354	266	542	414
TBX20	222	758	578	605	333	666	560	357
TBX3	645	1466	1608	885	488	439	935	704
TBX5	1906	2299	3620	1898	1297	2388	2488	1514
TBXAS1	523	78	84	82	7	11	36	26
TCAF1	64	153	160	118	97	64	103	78
TCAIM	1603	1932	1500	1674	1113	1145	1754	1191
TCAP	83665	127646	165113	109210	52184	49582	82047	60187
TCEA1	794	572	934	748	422	631	733	598
TCEA2	1423	894	1216	1389	282	323	616	367
TCEA3	1560	2216	3258	1659	1224	1607	1902	1606
TCEAL1	822	645	1122	669	592	636	1014	731
TCEAL4	2970	2104	3136	2631	1371	1589	2247	1665
TCEAL5	119	76	119	179	5	5	5	2
TCEAL7	340	285	157	498	47	39	70	34
TCEAL9	1259	983	849	1192	434	436	751	569
TCERG1	2074	1857	3707	2071	1409	1734	2265	1640
TCF12	2390	1834	1848	2242	832	1139	1345	1130
TCF15	193	284	260	393	277	173	390	238
TCF19	127	73	252	294	73	116	94	68
TCF20	965	647	884	777	559	568	871	614
TCF21	408	390	294	676	103	118	183	197
TCF25	2365	1832	3020	2228	1496	1639	2733	2056
TCF3	442	283	301	443	142	158	210	203
TCF4	693	1515	736	1776	613	496	805	719
TCF7L1	933	469	811	830	257	265	430	344
TCF7L2	1000	583	721	853	193	298	353	208
TCFL5	274	240	325	307	80	138	138	86
TCHP	349	383	325	372	147	185	267	198
TCIM	4514	5329	1941	3844	1230	868	1601	1182
TCIRG1	1057	832	789	927	249	232	478	399
TCN2	5941	2162	1886	2358	473	695	1024	535
TCOF1	1052	635	698	755	328	448	482	396
TCP1	3376	2855	3208	2936	2123	2681	3838	2766
TCP11L1	585	528	364	701	223	275	384	250
TCP11L2	845	577	613	803	1109	1933	1604	1537
TCTA	1170	994	977	1267	775	604	1255	866
TCTN1	474	312	548	472	160	167	201	129
TCTN3	369	277	320	345	166	213	319	314
TDG	135	113	117	119	54	127	105	95
TDO2	643	236	173	102	8	116	84	398
TDP1	286	197	184	278	178	257	321	204
TDP2	1802	919	1879	1143	595	813	1128	691
TDRD1	126	187	402	155	310	708	773	322
TDRD10	277	136	108	323	33	56	126	56
TDRD3	832	784	852	844	696	883	1142	754
TDRD6	341	60	274	122	55	116	96	65
TDRD7	921	631	813	717	365	542	631	435
TDRP	600	527	511	674	168	143	426	138
TEAD1	5275	6168	7412	6291	5964	8804	10255	8621
TEAD2	1830	1545	1884	1826	1661	1249	2417	1639
TEAD3	1622	941	1522	1400	728	1058	957	828
TEAD4	364	65	144	516	150	95	219	219
TECPR1	925	1062	969	1350	441	410	760	458
TECPR2	390	320	348	310	219	247	400	300
TECR	469	562	427	614	158	164	189	221
TECRL	16559	17548	18030	14511	18759	18429	23984	21691
TECTA	148	123	273	121	97	113	165	89
TEF	1687	794	3355	807	1747	1744	3591	1407
TEFM	551	518	460	520	268	279	479	308
TEK	1975	2524	1854	2270	1376	1658	2232	2010
TELO2	374	179	302	226	288	303	442	354
TEN1	151	86	120	150	51	63	95	65
TENM2	181	114	11	88	171	262	152	189
TENM3	2109	2108	1832	2938	71	128	147	90
TENT2	2429	1340	2065	1778	778	820	1391	996
TENT4A	996	701	1060	848	624	639	740	704
TENT4B	171	173	113	165	152	177	234	161
TENT5A	2412	3006	1667	2067	639	1109	1408	3768
TENT5B	360	332	1160	143	377	215	652	311
TEP1	983	999	1229	1024	1870	2664	3677	2600
TEPSIN	514	288	372	484	291	299	666	422
TERF2	319	235	338	215	204	335	493	346
TERF2IP	2531	1707	2074	2266	664	955	1010	796
TES	1128	455	549	823	290	184	612	230
TESC	1485	2431	1997	1454	3363	3100	6430	4453
TESK1	1360	646	1094	871	647	771	1184	910
TESK2	230	119	227	145	149	173	236	108
TET2	698	724	873	1148	566	731	849	751
TET3	80	125	96	145	87	86	128	98
TEX10	564	421	488	454	227	238	389	278
TEX2	3666	2987	4546	3461	3258	3210	4541	3329
TEX22	190	143	234	78	78	80	152	105
TEX261	3207	2228	2705	2950	1357	1780	2604	1816
TEX264	420	393	363	445	329	327	514	425
TEX30	269	171	296	186	196	306	362	292
TF	13115	4173	2349	772	594	4121	5251	12298
TFAM	328	248	342	255	347	414	603	375
TFAP4	174	107	138	133	25	48	81	39
TFB1M	354	355	366	438	481	426	701	477
TFCP2	1586	947	1254	1338	923	1209	1658	1102
TFDP2	2966	3284	4291	3077	1887	2418	3509	2269
TFE3	1635	849	1232	1307	384	472	768	560
TFEB	1803	1114	1898	1234	730	722	1424	1016
TFG	1978	1248	1522	1782	1375	1575	2222	2023
TFIP11	1231	968	1386	1078	789	1065	1651	1188
TFPI	1084	533	944	838	222	229	330	371
TFPI2	134	334	253	188	4	7	10	1
TFPT	320	263	281	339	107	137	221	150
TFR2	323	235	122	44	26	152	189	413
TFRC	2202	2021	3513	2979	2719	1127	1998	1758
TGDS	537	299	323	502	98	196	216	163
TGFB1	857	407	348	554	241	176	310	287
TGFB1I1	1000	522	480	781	303	203	516	362
TGFB2	851	470	306	900	131	133	157	317
TGFB3	1657	634	439	2048	396	435	501	390
TGFBI	4917	1825	1703	3553	940	830	1543	994
TGFBR1	1545	814	816	1334	1014	1130	1440	1229
TGFBR2	10742	7469	12303	9394	4787	7657	7913	9982
TGFBR3	1492	1175	2359	1382	622	1102	1027	652
TGFBRAP1	860	712	1531	654	464	529	770	488
TGIF1	678	353	260	615	153	154	243	284
TGIF2	484	302	706	377	159	374	412	238
TGM2	17739	15029	26482	18438	5617	7997	8595	8503
TGOLN2	6813	5221	7242	6337	2981	3762	4963	3798
TGS1	412	248	403	343	225	244	325	275
THADA	1124	908	1093	1113	418	860	944	588
THAP1	530	442	491	535	255	349	456	414
THAP11	904	727	1160	986	645	793	1104	781
THAP2	131	144	63	189	99	154	181	211
THAP3	123	132	88	162	117	126	213	113
THAP4	1310	1421	1824	1244	1508	1843	2952	2160
THAP6	475	414	342	512	611	752	1077	718
THAP7	486	397	610	502	343	417	640	398
THAP9	325	284	328	323	231	257	405	274
THBD	2152	1688	1227	1539	796	659	862	1180
THBS1	6891	4073	1080	3581	4030	6569	7498	7469
THBS2	912	716	640	1253	36	35	68	32
THBS3	1282	654	802	1218	338	324	532	431
THBS4	34163	14004	5134	67928	3120	610	2506	2298
THEM4	517	506	820	638	204	298	476	393
THEM6	98	123	164	148	61	69	90	81
THEMIS2	724	222	470	181	106	85	169	132
THG1L	254	203	151	254	162	184	254	216
THNSL1	344	207	183	474	430	561	776	554
THNSL2	1647	1379	1840	1440	388	634	690	701
THOC1	914	513	758	881	433	618	671	518
THOC2	1356	1422	1566	1624	1002	1500	1606	1212
THOC5	1735	1370	1411	1791	982	1354	1459	1348
THOC6	487	235	252	326	275	398	450	455
THOC7	2112	1780	2779	2057	1340	1984	2477	1618
THOP1	408	347	365	378	137	198	253	261
THRA	2253	2050	2904	1998	1211	1484	2020	1436
THRAP3	1011	669	1016	889	614	732	940	711
THRB	881	819	985	1036	807	1158	848	1067
THSD4	5057	5198	4916	3254	3083	4151	4503	4093
THUMPD1	230	282	308	332	211	399	420	329
THUMPD2	522	349	619	270	349	377	520	303
THUMPD3	1822	1776	2362	2287	1071	1335	1820	1402
THY1	2853	789	241	2971	1023	568	659	867
THYN1	1377	1124	1351	1323	1094	1947	2751	1554
TIA1	3128	2915	2397	4314	1636	1869	2490	1949
TIAL1	3031	2243	2497	3141	1847	2307	3246	2455
TIAM1	295	123	180	181	50	28	67	25
TIAM2	1148	695	893	935	484	612	694	581
TICAM2	665	619	712	773	372	456	584	542
TIE1	3628	3190	2377	4385	1532	1437	2160	1941
TIFA	154	162	199	124	222	110	593	296
TIGAR	156	230	229	216	127	85	98	90
TIGD1	183	80	210	156	108	124	90	101
TIGD7	370	240	580	404	542	558	587	490
TIMELESS	328	182	264	297	31	36	60	33
TIMM10B	353	292	413	542	705	864	1336	953
TIMM13	390	429	612	395	241	232	551	346
TIMM17A	3673	3927	4751	4155	2898	2576	5240	3533
TIMM17B	594	593	809	645	576	672	1075	775
TIMM21	1505	1359	1322	1485	1143	1507	2388	1378
TIMM22	149	125	163	140	47	73	95	72
TIMM29	301	291	312	291	199	232	368	198
TIMM44	2700	2873	2796	2697	1473	1370	2663	2022
TIMM50	351	417	437	383	173	190	331	236
TIMM8B	522	844	796	581	39	47	126	109
TIMM9	345	232	300	253	43	52	114	68
TIMP1	898	239	267	1129	727	470	775	809
TIMP2	4669	2360	2792	4012	713	683	990	681
TIMP3	39344	23151	58261	21460	7741	9135	13606	13519
TIMP4	110	135	171	81	127	158	326	283
TINAGL1	8613	9810	8696	7321	3972	3234	6641	5618
TINF2	1456	835	1291	1322	418	634	743	503
TIPARP	1685	2360	1805	1175	924	994	1414	1544
TIPRL	984	847	1106	1010	624	853	1257	844
TIRAP	375	311	429	395	176	209	207	183
TJAP1	1546	1105	1764	1318	374	524	707	767
TJP1	6250	7038	8128	9395	3517	5277	6483	4333
TJP2	3932	4382	3377	3720	1354	1827	2321	1841
TK2	822	624	486	827	109	123	178	158
TKFC	1424	871	895	998	277	345	694	633
TKT	2150	892	1740	1526	499	382	856	454
TLCD5	1053	1008	612	1266	476	1025	849	1029
TLE1	300	162	196	207	173	279	344	306
TLE2	1031	904	907	961	1487	1685	2043	1505
TLE3	876	341	405	492	418	463	701	660
TLE4	1209	552	417	875	119	106	169	197
TLE5	14908	16265	21161	15738	9417	11311	16913	12081
TLK1	1090	617	1130	1007	249	334	395	325
TLK2	530	372	593	446	280	386	464	347
TLL1	159	71	68	99	7	23	23	4
TLL2	585	725	410	680	1068	2237	2659	847
TLN1	18122	11926	14857	13380	9744	9138	13367	11089
TLN2	2362	2251	2115	2356	2616	2857	3908	2849
TLNRD1	402	321	373	432	233	179	323	333
TLR1	242	116	673	226	37	35	58	27
TLR2	596	156	802	241	10	20	33	40
TLR3	100	107	179	154	68	54	86	107
TLR4	1077	721	757	936	86	124	192	111
TLR5	401	186	168	363	76	117	102	45
TLR8	204	21	128	43	30	25	43	32
TM2D1	1387	1100	1387	1167	803	1202	1346	1058
TM2D2	986	661	688	888	649	474	1128	628
TM2D3	828	606	725	712	321	485	696	582
TM4SF1	6490	4024	4149	5302	1381	1796	2469	2139
TM4SF18	1468	729	536	1528	377	321	459	359
TM6SF1	883	520	459	577	981	610	2312	1101
TM7SF2	702	454	357	890	468	473	595	647
TM7SF3	995	694	695	861	726	726	1144	838
TM9SF1	1403	950	1084	1317	720	798	1113	825
TM9SF2	4517	3148	4291	4465	2151	2777	4215	2680
TM9SF3	2592	2242	2193	2780	1839	2360	2998	2319
TM9SF4	3470	2387	2116	3088	1586	1642	2533	1998
TMBIM1	8643	5408	7590	7303	2758	2959	4013	3541
TMBIM4	1426	1062	1543	973	1881	2338	2755	2135
TMBIM6	19190	11067	13906	14000	8359	9097	13080	11023
TMC4	685	298	433	605	9	11	28	11
TMC6	542	493	665	565	213	352	317	196
TMC7	95	168	50	173	76	43	61	94
TMC8	339	129	181	161	12	10	19	8
TMCC1	1711	1033	1584	1479	475	988	937	672
TMCC2	96	154	81	123	97	199	234	193
TMCC3	558	188	383	263	200	172	263	209
TMCO1	2172	1711	1906	2357	1528	1508	1932	1758
TMCO4	187	178	281	230	196	329	434	262
TMCO6	437	220	218	461	232	291	453	267
TMED1	808	1015	1065	979	949	905	1613	1152
TMED10	1932	1708	2504	1981	539	721	1075	819
TMED2	3150	2725	4752	3340	2559	3091	3915	3526
TMED3	1632	1139	988	2463	361	311	607	396
TMED4	2441	2063	3234	2506	1447	1920	2592	1976
TMED5	2518	2439	1432	2031	1072	1252	1563	1364
TMED7	763	791	1026	971	453	559	825	705
TMED7-TICAM2	762	718	816	907	425	513	701	640
TMED9	3013	2372	2419	3754	1208	1353	1983	1679
TMEFF1	106	69	110	130	49	90	73	50
TMEFF2	298	83	94	168	72	27	114	79
TMEM100	497	302	543	330	144	197	225	898
TMEM101	639	692	697	680	429	464	759	489
TMEM106A	154	93	90	145	186	223	301	211
TMEM106B	770	933	821	886	661	863	1167	717
TMEM106C	1504	1563	1500	1766	1305	2182	2262	1877
TMEM109	3429	2455	2914	3434	1774	2162	3264	2190
TMEM11	563	545	656	557	378	435	751	460
TMEM115	998	708	804	973	620	722	1005	746
TMEM116	904	956	571	795	15	15	11	16
TMEM117	699	590	713	697	229	266	350	279
TMEM119	981	275	143	837	56	20	49	73
TMEM120A	2139	2003	2023	2880	1244	1453	1414	1103
TMEM120B	357	353	435	467	55	148	173	123
TMEM123	1390	1227	1702	1331	402	693	664	604
TMEM126A	2345	2838	4006	2686	2487	3045	4121	2890
TMEM126B	1722	1529	2508	1716	1031	1272	1916	1261
TMEM127	3607	2614	5955	3382	1235	1192	1777	1485
TMEM129	952	846	962	1194	434	471	793	660
TMEM131	2247	2018	2642	2377	1945	2569	2901	2283
TMEM131L	938	683	1185	1090	257	438	357	289
TMEM132A	419	507	244	734	406	263	583	462
TMEM132B	142	340	1117	156	16	22	52	35
TMEM134	888	962	1201	1014	515	590	788	760
TMEM135	387	492	422	304	195	213	315	233
TMEM138	246	136	163	240	59	105	135	84
TMEM141	418	426	443	537	167	207	341	218
TMEM143	1313	1155	1350	1074	1600	1697	2567	1966
TMEM144	311	363	401	315	990	1069	1734	1147
TMEM147	1245	1348	1871	1344	1141	1273	2012	1394
TMEM14A	709	638	504	617	372	563	814	527
TMEM14B	518	565	764	512	471	606	722	507
TMEM14C	850	804	883	752	338	344	426	335
TMEM150A	559	269	359	391	382	408	668	374
TMEM150C	1025	819	1459	891	440	476	518	412
TMEM160	160	176	181	125	116	94	175	133
TMEM161A	963	877	806	738	825	1131	1347	1036
TMEM161B	409	295	408	414	264	290	436	317
TMEM164	109	114	99	81	88	83	103	91
TMEM165	1894	1369	1779	1876	1116	1294	2023	2119
TMEM167B	2166	2140	3583	2112	1086	1337	1906	1471
TMEM168	1305	1050	1844	1477	565	850	938	662
TMEM170B	383	272	663	403	486	557	713	511
TMEM175	251	234	290	297	130	195	203	229
TMEM176A	1924	1089	1451	2335	226	272	184	173
TMEM176B	6777	4829	3978	7923	1074	1037	735	809
TMEM177	108	163	200	141	119	64	180	88
TMEM178A	677	686	642	816	104	110	147	175
TMEM179B	582	364	602	543	589	676	985	699
TMEM181	1639	1243	1102	1674	538	566	878	682
TMEM182	4046	5142	6152	3548	3368	6077	5819	4899
TMEM183A	1066	799	1239	1157	671	853	1117	891
TMEM184B	2071	1858	2167	2418	1135	1053	1838	1808
TMEM184C	1032	897	1039	1111	845	910	1403	989
TMEM185B	322	263	288	268	204	251	329	256
TMEM186	454	396	571	368	479	498	501	735
TMEM19	602	552	562	656	865	1203	1536	915
TMEM192	259	316	455	200	91	136	191	122
TMEM198	226	269	897	274	43	50	83	56
TMEM199	795	593	1112	763	811	1073	1428	1011
TMEM201	160	206	205	127	142	129	259	189
TMEM204	296	170	230	326	79	71	154	117
TMEM205	1208	1123	1388	1248	682	793	1373	794
TMEM208	433	293	276	428	225	215	330	286
TMEM209	299	259	431	278	188	241	336	191
TMEM214	1476	751	1007	1340	70	67	102	97
TMEM216	235	180	157	298	105	194	274	173
TMEM218	188	133	86	165	33	72	102	57
TMEM219	570	374	516	543	684	746	1022	766
TMEM222	499	285	504	514	402	449	795	579
TMEM223	618	615	946	712	1812	1506	3029	2057
TMEM230	230	227	179	210	42	59	79	45
TMEM234	467	316	271	405	173	245	272	253
TMEM237	623	431	825	595	948	1325	1488	1402
TMEM242	255	176	188	184	152	160	248	165
TMEM243	509	184	243	429	97	130	171	164
TMEM245	805	2145	1649	1241	2044	2267	3839	3435
TMEM248	1166	734	1067	1057	604	794	1072	827
TMEM25	829	634	654	857	149	220	308	224
TMEM256	729	799	503	865	369	435	486	355
TMEM258	1521	1320	1052	1583	1320	1165	2094	1217
TMEM259	1745	1356	2085	1523	1393	1340	2298	1605
TMEM260	645	382	398	596	191	398	384	246
TMEM263	2336	2188	1739	2722	1334	1240	1945	1405
TMEM268	462	197	291	344	110	122	242	148
TMEM30A	3900	3329	3952	3788	1201	1596	1936	1532
TMEM33	975	606	892	860	532	690	791	659
TMEM35B	383	240	182	425	138	176	273	188
TMEM37	321	82	177	119	55	58	128	59
TMEM38A	918	1590	2183	739	3400	2438	8510	6576
TMEM38B	1833	1861	3701	1313	757	610	1009	554
TMEM39A	1051	651	961	1119	362	479	613	496
TMEM39B	424	272	245	385	172	206	257	154
TMEM40	75	97	73	162	4	1	2	2
TMEM41A	817	984	1038	592	293	342	590	326
TMEM41B	716	589	1127	630	322	396	587	508
TMEM42	448	292	415	510	325	383	545	509
TMEM43	4787	3370	3889	6541	1137	897	1442	1944
TMEM44	253	213	129	170	70	117	221	294
TMEM45A	195	97	40	199	137	65	163	118
TMEM50A	909	737	939	1022	502	703	829	643
TMEM50B	1843	1579	2116	2072	636	820	1137	824
TMEM51	302	199	226	264	111	105	145	98
TMEM53	883	869	1268	801	869	930	1653	999
TMEM59	10407	8353	12512	10360	2724	3527	4655	3507
TMEM60	301	195	158	321	179	214	286	213
TMEM62	636	556	1011	659	158	191	295	249
TMEM63A	1117	752	761	1119	150	248	304	256
TMEM63B	2199	1659	2177	1924	639	945	1404	717
TMEM63C	747	499	710	685	1067	1285	1893	1326
TMEM64	497	315	498	427	359	544	698	630
TMEM65	2471	2105	3979	1955	2164	1599	3574	2067
TMEM67	913	1256	1197	816	143	242	305	231
TMEM68	283	177	172	216	102	159	189	119
TMEM70	959	849	1267	934	1044	1172	1984	1252
TMEM71	191	126	106	291	546	4190	518	120
TMEM74B	276	545	412	467	104	76	247	161
TMEM79	425	174	178	276	137	154	299	192
TMEM80	317	200	344	360	294	306	603	321
TMEM86A	237	94	167	91	125	207	274	235
TMEM87A	2401	1595	2275	2293	988	1233	1684	1106
TMEM87B	193	180	146	289	209	183	290	102
TMEM88	675	683	1366	742	488	309	600	572
TMEM8B	906	694	686	847	654	781	1132	874
TMEM9	1262	936	1570	1381	613	795	1154	694
TMEM91	303	148	148	279	24	63	59	37
TMEM94	2308	1688	2485	2221	1687	2104	2940	1843
TMEM97	509	238	486	517	391	498	541	532
TMEM9B	708	711	827	737	308	303	516	360
TMF1	877	950	899	957	580	941	964	777
TMIGD3	312	31	131	19	49	47	60	55
TMLHE	469	479	605	416	589	810	1052	760
TMOD1	11745	11415	18511	10458	9364	11910	17846	11840
TMOD2	1048	833	973	1357	193	397	450	337
TMOD3	1668	1246	1237	1507	554	676	944	624
TMPO	700	563	554	678	222	249	316	291
TMPRSS9	141	109	43	120	40	41	79	75
TMSB10	6509	3261	3796	5705	1675	1207	2571	1792
TMSB4X	364	195	186	436	888	967	1395	1114
TMT1A	465	198	370	198	377	899	698	520
TMT1B	382	281	201	245	137	258	347	274
TMTC1	1275	1044	1713	1369	4167	5015	6621	5296
TMTC2	261	418	334	476	310	489	479	411
TMTC4	190	189	187	220	266	335	359	281
TMUB1	704	602	456	666	332	362	492	401
TMUB2	1258	903	1071	1139	558	552	883	622
TMX1	745	366	525	474	392	473	634	475
TMX3	2616	2602	3158	3255	923	1201	1531	1147
TMX4	1357	1632	2109	1416	364	483	646	482
TNC	1129	250	107	2130	235	82	199	157
TNFAIP1	646	506	526	651	564	379	750	584
TNFAIP2	1193	283	1145	454	66	42	86	69
TNFAIP3	745	457	467	524	144	141	258	187
TNFAIP6	242	91	167	322	63	30	84	80
TNFAIP8	318	289	444	194	305	725	387	319
TNFRSF10A	165	212	71	275	42	45	86	61
TNFRSF11B	160	79	16	189	14	21	30	51
TNFRSF12A	2436	1195	694	3352	1364	1144	1891	2794
TNFRSF14	432	184	261	291	144	151	359	202
TNFRSF19	288	308	325	449	458	680	643	417
TNFRSF1A	3025	1290	1512	1973	501	563	767	626
TNFRSF1B	682	301	536	313	253	243	405	340
TNFRSF21	668	312	461	551	398	520	805	441
TNFRSF25	373	339	179	467	135	114	135	128
TNFRSF6B	676	565	531	709	145	140	185	150
TNFSF10	865	755	835	1061	443	779	911	496
TNFSF12	2657	1160	1486	2099	714	837	1057	807
TNFSF12-TNFSF13	1535	584	806	968	384	434	509	412
TNFSF13	996	257	455	343	117	197	210	171
TNFSF4	300	194	339	188	50	61	69	31
TNIK	1406	1492	1872	1368	1664	1666	2018	1853
TNIP1	6957	4809	5142	7008	2725	3020	4298	3464
TNIP2	190	160	191	163	107	83	79	80
TNK2	886	712	689	821	161	234	376	272
TNKS2	2117	1872	2440	2224	1032	1415	1765	1381
TNMD	145	33	10	363	0	2	1	3
TNNC1	103733	132821	243869	131835	82936	86175	149637	103892
TNNI1	1143	285	682	247	3	16	17	170
TNNI3	95933	143416	121896	115434	110051	163590	153825	140670
TNNI3K	3989	4860	3395	3409	10134	13551	16432	13192
TNNT1	2437	1637	1193	4011	4585	9087	4837	4548
TNNT2	387671	383583	667487	401161	226281	274452	472753	312234
TNNT3	1455	490	378	1365	211	20	223	257
TNPO1	2563	2361	2624	3145	1466	1722	2086	1786
TNPO2	4301	2765	4531	3567	1748	1960	2918	2038
TNPO3	1685	1473	1425	1519	1028	1463	1746	1152
TNRC18	783	682	987	909	464	541	746	557
TNRC6A	1096	1907	3148	2200	1268	1744	2459	1903
TNRC6B	2816	2743	2964	3143	1439	1728	2314	1588
TNRC6C	1684	1398	2463	1666	1260	1533	1747	1509
TNS1	17480	13749	19002	10038	12806	16468	23426	18957
TNS2	11379	7273	10977	10114	5277	4352	8490	7438
TNS3	974	848	831	783	366	351	511	482
TNXB	3771	3835	3554	5149	1727	1419	2623	1987
TOB1	3372	4563	2907	1999	1474	1819	2560	3212
TOB2	3641	3305	6371	2106	1955	2396	2929	2282
TOE1	265	209	331	236	73	131	163	128
TOGARAM1	962	1030	808	1075	1154	1739	2099	1561
TOGARAM2	159	892	1832	459	7	7	7	4
TOLLIP	437	350	397	388	325	355	623	553
TOM1	3447	2542	3594	2357	1037	1082	1936	1586
TOM1L1	250	236	442	207	143	285	292	254
TOM1L2	7451	6101	7193	5094	2534	2890	4780	3488
TOMM20	337	357	410	296	514	648	957	742
TOMM22	281	308	277	307	320	297	498	328
TOMM34	1182	870	659	1297	123	158	234	154
TOMM40L	2076	2264	1993	2414	1964	2044	3574	2436
TOMM5	727	646	784	717	694	638	979	768
TOMM6	1766	1793	1993	1783	1287	1353	2278	1690
TOMM7	1431	1252	2723	1931	2031	2875	3511	2464
TOMM70	3941	3653	4493	3998	2874	3492	5703	3615
TONSL	311	461	111	339	34	36	48	38
TOP1	1253	778	825	940	720	949	1295	1306
TOP1MT	321	253	249	281	214	169	247	204
TOP2B	6559	6175	9142	6383	3906	5757	6562	4935
TOP3A	644	522	625	625	336	454	711	600
TOP3B	702	488	628	727	313	313	475	412
TOP6BL	155	61	26	205	15	21	34	16
TOPBP1	874	781	1339	919	1031	1190	1474	1139
TOPORS	738	613	767	630	480	684	741	635
TOR1A	877	618	845	796	338	507	575	473
TOR1AIP1	2026	1761	2090	1839	950	2160	1676	1765
TOR1AIP2	243	225	276	228	269	270	357	366
TOR1B	198	166	103	190	58	94	123	93
TOR2A	187	93	171	184	69	62	119	94
TOR3A	953	484	601	578	171	243	382	194
TOX	225	72	334	75	55	142	82	47
TOX4	538	468	502	377	510	684	789	632
TP53	433	166	227	310	167	170	336	252
TP53BP1	2570	2338	2308	2959	1615	2021	2639	2242
TP53BP2	1593	1538	2175	1517	1059	925	1303	1203
TP53I11	423	335	410	386	179	110	231	148
TP53I13	356	390	345	520	189	254	350	253
TP53I3	274	142	156	300	38	20	57	34
TP53INP1	1290	1597	2040	2237	709	1094	1293	877
TP53INP2	13509	7712	8421	8327	7645	7023	11186	11451
TP53RK	225	188	263	232	257	307	497	239
TP53TG5	99	136	142	111	62	111	106	109
TPBG	530	280	213	408	150	227	213	326
TPCN1	2862	2861	3311	2451	1459	1564	1954	1505
TPCN2	496	282	291	354	126	142	590	200
TPD52	874	960	1233	1061	275	428	553	392
TPD52L1	854	600	352	839	110	270	340	166
TPD52L2	3706	2619	3628	3190	1752	1647	2519	2065
TPGS2	823	663	784	905	410	637	800	368
TPI1	10170	12565	14369	9160	6378	7289	12775	7551
TPK1	133	97	119	74	25	36	75	44
TPM1	223150	288926	408925	277400	179949	228230	325365	231256
TPM2	17814	32306	60695	22738	8484	10806	8993	7181
TPM3	1743	698	749	789	471	340	633	519
TPP1	9538	4598	4073	5018	2883	3498	5194	4016
TPP2	2222	2246	2377	2466	1438	1735	2335	1711
TPR	3741	3332	2905	4770	3297	3702	4414	4163
TPRA1	1177	797	692	1045	548	650	991	707
TPRG1L	699	719	808	730	548	638	979	675
TPRKB	413	293	580	421	193	198	329	228
TPRN	251	238	302	237	125	171	237	144
TPST1	376	307	284	366	100	74	137	137
TPST2	629	436	464	408	398	505	623	579
TPX2	125	81	97	167	32	25	51	21
TRA2B	3820	2746	3500	2793	1837	2095	2743	2365
TRABD	432	311	480	315	352	331	555	476
TRADD	562	439	274	718	116	160	214	168
TRAF2	314	181	145	249	346	327	475	387
TRAF3	246	152	257	181	107	57	215	105
TRAF3IP1	288	221	335	190	107	109	212	145
TRAF3IP2	250	309	240	346	55	133	138	65
TRAF3IP3	395	56	128	195	69	87	127	66
TRAF4	256	265	109	226	183	188	383	218
TRAF5	384	274	237	438	142	142	266	215
TRAF6	580	483	383	437	267	304	538	289
TRAF7	1878	1090	1289	1561	1015	1001	1662	1284
TRAFD1	2590	1698	1893	2328	659	770	885	760
TRAK1	15513	13733	14284	12156	11699	12292	20491	13901
TRAK2	10820	9523	8488	11661	3839	6171	7857	6359
TRAM1	5088	3215	5242	5506	2395	3199	3725	3070
TRAM1L1	70	115	248	145	76	34	90	84
TRAM2	276	332	412	399	122	133	218	156
TRANK1	653	1114	1756	962	224	353	267	249
TRAP1	2844	3024	3633	2624	1687	2064	2921	2096
TRAPPC1	1599	1319	1559	1610	1327	1372	2571	1629
TRAPPC10	1980	1524	2635	1933	1499	1674	2719	1959
TRAPPC11	1013	1130	830	1110	529	1020	1117	720
TRAPPC12	955	890	675	973	329	348	613	522
TRAPPC13	1581	1484	1728	1432	958	1251	1662	1240
